lat,lng,pref,city
35.080688,136.555087,三重県,いなべ市
35.015378,136.661425,三重県,三重郡川越町
35.02830841,136.6720736,三重県,三重郡朝日町
35.0012,136.5367333,三重県,三重郡菰野町
34.84039,136.47685,三重県,亀山市
34.437174,136.647428,三重県,伊勢市
34.6606119,136.1652407,三重県,伊賀市
34.10593483,136.2210553,三重県,北牟婁郡紀北町
33.77966667,136.0323333,三重県,南牟婁郡御浜町
33.73553333,136.0082667,三重県,南牟婁郡紀宝町
34.596841,136.062242,三重県,名張市
35.05313333,136.5797333,三重県,員弁郡東員町
34.90412,136.636596,三重県,四日市市
34.4782,136.5418,三重県,多気郡多気町
34.390429,136.399329,三重県,多気郡大台町
34.51779,136.63316,三重県,多気郡明和町
34.05173333,136.1957333,三重県,尾鷲市
34.276244,136.500755,三重県,度会郡南伊勢町
34.22466667,136.3940667,三重県,度会郡大紀町
34.43706667,136.628,三重県,度会郡度会町
34.47566667,136.6191333,三重県,度会郡玉城町
34.2548272,136.8249359,三重県,志摩市
34.44633333,136.3773333,三重県,松阪市
35.02889588,136.7260092,三重県,桑名市
35.0656176,136.7476029,三重県,桑名郡木曽岬町
34.5136623,136.2436039,三重県,津市
33.8518,136.0697333,三重県,熊野市
34.81233333,136.5416,三重県,鈴鹿市
34.4422,136.8427333,三重県,鳥羽市
35.5035388,135.0943604,京都府,与謝郡与謝野町
35.710423,135.272091,京都府,与謝郡伊根町
34.87334,135.75837,京都府,久世郡久御山町
34.90025,135.689645,京都府,乙訓郡大山崎町
34.9912503,135.5899814,京都府,亀岡市
35.56773333,135.0959333,京都府,京丹後市
34.7971437,135.7849826,京都府,京田辺市
35.0169761,135.751435,京都府,京都市上京区
34.984,135.7348,京都府,京都市下京区
34.99642573,135.7361156,京都府,京都市中京区
34.903396,135.72057,京都府,京都市伏見区
35.024026,135.731842,京都府,京都市北区
34.94485995,135.7171163,京都府,京都市南区
34.9864196,135.7193886,京都府,京都市右京区
34.956816,135.811778,京都府,京都市山科区
35.0126853,135.7861113,京都府,京都市左京区
34.98126667,135.7703333,京都府,京都市東山区
34.9474739,135.6919901,京都府,京都市西京区
34.83405,135.71924,京都府,八幡市
35.06926667,135.5335333,京都府,南丹市
34.93033333,135.7138,京都府,向日市
34.8244,135.8056667,京都府,城陽市
34.8691738,135.7615953,京都府,宇治市
35.525608,135.19048,京都府,宮津市
34.714253,135.834757,京都府,木津川市
34.7499409,135.9873322,京都府,相楽郡南山城村
34.757525,135.936307,京都府,相楽郡笠置町
34.7256776,135.7712662,京都府,相楽郡精華町
35.209236,135.245196,京都府,福知山市
34.7951464,135.8089007,京都府,綴喜郡井手町
34.8460871,135.8437161,京都府,綴喜郡宇治田原町
35.288362,135.303983,京都府,綾部市
35.42201042,135.3293099,京都府,舞鶴市
35.15533624,135.4277483,京都府,船井郡京丹波町
34.9114,135.6973333,京都府,長岡京市
33.2909662,130.4209678,佐賀県,三養基郡みやき町
33.3142,130.4254,佐賀県,三養基郡上峰町
33.4035826,130.5281011,佐賀県,三養基郡基山町
33.243465,129.850435,佐賀県,伊万里市
33.1936042,130.3154628,佐賀県,佐賀市
33.3140367,130.0708471,佐賀県,唐津市
33.25964756,130.0840954,佐賀県,多久市
33.094046,129.979198,佐賀県,嬉野市
33.23173333,130.1809333,佐賀県,小城市
33.46393333,129.8593333,佐賀県,東松浦郡玄海町
33.2132534,130.1052062,佐賀県,杵島郡大町町
33.197414,130.142659,佐賀県,杵島郡江北町
33.15272609,130.1244031,佐賀県,杵島郡白石町
33.125037,129.981666,佐賀県,武雄市
33.26261,130.356746,佐賀県,神埼市
33.31958146,130.3859678,佐賀県,神埼郡吉野ヶ里町
32.974923,130.2058179,佐賀県,藤津郡太良町
33.1634115,129.9069458,佐賀県,西松浦郡有田町
33.34773333,130.4990667,佐賀県,鳥栖市
33.09373333,130.0938667,佐賀県,鹿島市
34.782091,134.568276,兵庫県,たつの市
34.767977,135.02844,兵庫県,三木市
34.87631697,135.2245936,兵庫県,三田市
35.075444,135.018521,兵庫県,丹波市
34.75785368,135.416271,兵庫県,伊丹市
34.95518201,134.3424411,兵庫県,佐用郡佐用町
34.72286667,134.8894667,兵庫県,加古川市
34.71097946,134.8641132,兵庫県,加古郡播磨町
34.725649,134.906149,兵庫県,加古郡稲美町
34.88715826,134.9516742,兵庫県,加東市
34.8867411,134.8771311,兵庫県,加西市
34.217632,134.7320728,兵庫県,南あわじ市
35.03436147,134.9356852,兵庫県,多可郡多可町
34.671741,134.53323,兵庫県,姫路市
34.983691,134.53802,兵庫県,宍粟市
34.7750846,135.370798,兵庫県,宝塚市
34.81713333,134.9554667,兵庫県,小野市
34.69799512,135.3914184,兵庫県,尼崎市
34.801972,135.413573,兵庫県,川西市
34.8819809,135.3766842,兵庫県,川辺郡猪名川町
34.818802,134.5813749,兵庫県,揖保郡太子町
34.6426266,135.0101602,兵庫県,明石市
35.165974,134.79075,兵庫県,朝来市
34.2883302,134.9473939,兵庫県,洲本市
34.4251335,134.9021059,兵庫県,淡路市
34.7978,134.4706667,兵庫県,相生市
34.96938377,134.7638542,兵庫県,神崎郡市川町
35.048525,134.767758,兵庫県,神崎郡神河町
34.94213333,134.7602,兵庫県,神崎郡福崎町
34.63686667,135.2287333,兵庫県,神戸市中央区
34.65406667,135.1614,兵庫県,神戸市兵庫区
34.68815849,135.1250562,兵庫県,神戸市北区
34.6250896,135.0495853,兵庫県,神戸市垂水区
34.683959,135.269302,兵庫県,神戸市東灘区
34.701469,135.218763,兵庫県,神戸市灘区
34.660285,135.002086,兵庫県,神戸市西区
34.64973333,135.1442667,兵庫県,神戸市長田区
34.64306667,135.1124667,兵庫県,神戸市須磨区
35.02191674,135.1568323,兵庫県,篠山市
35.5181086,134.4868331,兵庫県,美方郡新温泉町
35.453542,134.535042,兵庫県,美方郡香美町
34.71086084,135.3173136,兵庫県,芦屋市
34.7025696,135.365043,兵庫県,西宮市
34.9653502,134.9688442,兵庫県,西脇市
35.45664627,134.7737018,兵庫県,豊岡市
34.73795,134.403308,兵庫県,赤穂市
34.8587086,134.3633056,兵庫県,赤穂郡上郡町
35.340461,134.67479,兵庫県,養父市
34.7502491,134.8032345,兵庫県,高砂市
44.01400837,143.765541,北海道,オホーツク総合振興局佐呂間町
43.84455462,144.295265,北海道,オホーツク総合振興局大空町
43.855909,144.465204,北海道,オホーツク総合振興局小清水町
43.8994994,144.6577808,北海道,オホーツク総合振興局斜里町
43.7050791,144.0230056,北海道,オホーツク総合振興局津別町
43.8372,144.594847,北海道,オホーツク総合振興局清里町
44.148369,143.5707777,北海道,オホーツク総合振興局湧別町
44.1917925,143.068863,北海道,オホーツク総合振興局滝上町
43.67579392,143.5865014,北海道,オホーツク総合振興局置戸町
43.817487,144.117848,北海道,オホーツク総合振興局美幌町
44.42937411,143.2255849,北海道,オホーツク総合振興局興部町
44.32995844,142.9440503,北海道,オホーツク総合振興局西興部村
43.7249469,143.7394455,北海道,オホーツク総合振興局訓子府町
43.91989679,143.5357032,北海道,オホーツク総合振興局遠軽町
44.5744759,142.9700023,北海道,オホーツク総合振興局雄武町
43.24010295,141.8782588,北海道,三笠市
43.4499225,142.4638951,北海道,上川総合振興局上富良野町
43.72655569,142.9471304,北海道,上川総合振興局上川町
44.302578,142.63686,北海道,上川総合振興局下川町
43.40332692,142.420399,北海道,上川総合振興局中富良野町
44.8110015,142.0725438,北海道,上川総合振興局中川町
44.0982628,142.3587178,北海道,上川総合振興局剣淵町
43.16659885,142.5698927,北海道,上川総合振興局南富良野町
42.979587,142.3977464,北海道,上川総合振興局占冠村
44.0252044,142.4152892,北海道,上川総合振興局和寒町
43.82208006,142.5156053,北海道,上川総合振興局当麻町
43.89621389,142.651132,北海道,上川総合振興局愛別町
43.6966746,142.5072228,北海道,上川総合振興局東川町
43.698128,142.454064,北海道,上川総合振興局東神楽町
43.86563737,142.4813328,北海道,上川総合振興局比布町
44.4761522,142.3492686,北海道,上川総合振興局美深町
43.5898007,142.4681282,北海道,上川総合振興局美瑛町
44.72306418,142.2688186,北海道,上川総合振興局音威子府村
43.82177848,142.3335968,北海道,上川総合振興局鷹栖町
41.75800766,140.7205363,北海道,函館市
42.94831152,141.4998289,北海道,北広島市
41.81553873,140.7056389,北海道,北斗市
43.7545833,143.4996176,北海道,北見市
43.22344649,143.2841844,北海道,十勝総合振興局上士幌町
42.6889892,143.128719,北海道,十勝総合振興局中札内村
43.0980168,143.2297515,北海道,十勝総合振興局士幌町
42.4812419,143.2720552,北海道,十勝総合振興局大樹町
42.55775,143.297862,北海道,十勝総合振興局幕別町
42.285819,143.317892,北海道,十勝総合振興局広尾町
43.0738232,142.841879,北海道,十勝総合振興局新得町
42.6094879,143.2480816,北海道,十勝総合振興局更別村
43.11303366,143.6007694,北海道,十勝総合振興局本別町
42.922369,143.449461,北海道,十勝総合振興局池田町
42.80103562,143.655064,北海道,十勝総合振興局浦幌町
42.94433243,142.9460817,北海道,十勝総合振興局清水町
42.9103732,143.0490895,北海道,十勝総合振興局芽室町
42.8011129,143.5073134,北海道,十勝総合振興局豊頃町
43.2355282,143.5401398,北海道,十勝総合振興局足寄町
43.46789883,143.7433081,北海道,十勝総合振興局陸別町
42.93209133,143.3013525,北海道,十勝総合振興局音更町
43.09596726,142.9889379,北海道,十勝総合振興局鹿追町
42.77939463,141.5994443,北海道,千歳市
44.293052,142.419024,北海道,名寄市
44.115994,142.596077,北海道,士別市
42.936911,142.037943,北海道,夕張市
44.97047303,142.2861297,北海道,宗谷総合振興局中頓別町
45.12879915,141.3037498,北海道,宗谷総合振興局利尻富士町
45.18418859,141.1383608,北海道,宗谷総合振興局利尻町
44.9138436,142.0255401,北海道,宗谷総合振興局幌延町
44.7816112,142.7183146,北海道,宗谷総合振興局枝幸町
45.1214676,142.3602564,北海道,宗谷総合振興局浜頓別町
45.330311,142.111836,北海道,宗谷総合振興局猿払村
45.31598359,141.0552299,北海道,宗谷総合振興局礼文町
45.09514575,141.7774859,北海道,宗谷総合振興局豊富町
42.3105514,140.997977,北海道,室蘭市
43.24238655,142.3818383,北海道,富良野市
43.1429143,141.1458009,北海道,小樽市
43.11806895,141.7437627,北海道,岩見沢市
42.7077966,143.0197488,北海道,帯広市
42.8002454,140.7015701,北海道,後志総合振興局ニセコ町
42.8589233,140.8858828,北海道,後志総合振興局京極町
43.16064478,140.7728722,北海道,後志総合振興局仁木町
43.17720136,140.7924407,北海道,後志総合振興局余市町
42.85889551,140.7050368,北海道,後志総合振興局倶知安町
42.98127925,140.5405032,北海道,後志総合振興局共和町
43.1631473,140.6256791,北海道,後志総合振興局古平町
42.796803,140.931331,北海道,後志総合振興局喜茂別町
42.77490661,140.3052041,北海道,後志総合振興局寿都町
42.97866667,140.5048667,北海道,後志総合振興局岩内町
42.70086353,140.0608934,北海道,後志総合振興局島牧村
43.04965198,140.5037562,北海道,後志総合振興局泊村
42.7392762,140.8797093,北海道,後志総合振興局留寿都村
42.7635885,140.8028659,北海道,後志総合振興局真狩村
43.2968506,140.598343,北海道,後志総合振興局積丹町
42.8063256,140.5285704,北海道,後志総合振興局蘭越町
43.08426134,140.8160326,北海道,後志総合振興局赤井川村
42.66103225,140.3106318,北海道,後志総合振興局黒松内町
42.86998871,141.59741,北海道,恵庭市
42.00932568,143.1528598,北海道,日高振興局えりも町
42.576198,142.111266,北海道,日高振興局平取町
42.24697579,142.5661049,北海道,日高振興局新ひだか町
42.35977236,142.3161885,北海道,日高振興局新冠町
42.4245672,142.2255829,北海道,日高振興局日高町
42.12462565,142.9430613,北海道,日高振興局様似町
42.14267643,142.8306964,北海道,日高振興局浦河町
43.64408633,142.4503844,北海道,旭川市
43.01778641,141.3461743,北海道,札幌市中央区
43.0673134,141.345024,北海道,札幌市北区
42.9442047,141.3457647,北海道,札幌市南区
43.01199183,141.4701026,北海道,札幌市厚別区
43.09332165,141.2635079,北海道,札幌市手稲区
43.0700737,141.3601004,北海道,札幌市東区
42.9759461,141.4633939,北海道,札幌市清田区
43.0260194,141.4378346,北海道,札幌市白石区
43.0571515,141.2690522,北海道,札幌市西区
42.99753439,141.3791052,北海道,札幌市豊平区
43.231728,145.2595695,北海道,根室市
43.48824826,144.8097888,北海道,根室振興局中標津町
43.36657465,144.9897274,北海道,根室振興局別海町
43.6490609,145.138024,北海道,根室振興局標津町
43.9434048,145.1251094,北海道,根室振興局羅臼町
42.21957016,139.8631728,北海道,檜山振興局せたな町
41.80364409,140.121976,北海道,檜山振興局上ノ国町
41.97516683,140.1380936,北海道,檜山振興局乙部町
42.426214,140.010788,北海道,檜山振興局今金町
41.91683773,140.2237129,北海道,檜山振興局厚沢部町
42.0687359,139.4549098,北海道,檜山振興局奥尻町
41.8616675,140.1307459,北海道,檜山振興局江差町
43.49343284,141.9898442,北海道,歌志内市
43.0599366,141.484606,北海道,江別市
43.699656,142.070612,北海道,深川市
41.85131,140.722444,北海道,渡島総合振興局七飯町
42.128339,139.983895,北海道,渡島総合振興局八雲町
41.66042117,140.4314461,北海道,渡島総合振興局木古内町
41.425454,140.08277,北海道,渡島総合振興局松前町
42.00613333,140.6316,北海道,渡島総合振興局森町
41.59348468,140.4134581,北海道,渡島総合振興局知内町
41.4788462,140.256216,北海道,渡島総合振興局福島町
42.5078649,140.3630313,北海道,渡島総合振興局長万部町
42.030618,140.822818,北海道,渡島総合振興局鹿部町
43.545995,141.904541,北海道,滝川市
43.921478,141.675542,北海道,留萌市
44.53167676,141.766283,北海道,留萌振興局初山別村
43.85020993,141.5202236,北海道,留萌振興局増毛町
44.87832228,141.7485391,北海道,留萌振興局天塩町
44.01373848,141.661944,北海道,留萌振興局小平町
44.352304,141.693141,北海道,留萌振興局羽幌町
44.2602527,141.7113151,北海道,留萌振興局苫前町
44.72069915,141.7929053,北海道,留萌振興局遠別町
42.3608161,141.0435812,北海道,登別市
43.13738889,141.2860153,北海道,石狩市
43.1770849,141.448829,北海道,石狩振興局当別町
43.214103,141.643319,北海道,石狩振興局新篠津村
43.4760668,141.9034533,北海道,砂川市
45.37991062,141.7107944,北海道,稚内市
43.479556,141.990126,北海道,空知総合振興局上砂川町
43.7683391,141.8819918,北海道,空知総合振興局北竜町
43.02781998,141.5961274,北海道,空知総合振興局南幌町
43.42266667,141.884,北海道,空知総合振興局奈井江町
43.69573567,141.9624831,北海道,空知総合振興局妹背牛町
43.54068504,141.8827601,北海道,空知総合振興局新十津川町
43.3387594,141.6731241,北海道,空知総合振興局月形町
43.0270824,141.8097937,北海道,空知総合振興局栗山町
43.80778914,141.9270072,北海道,空知総合振興局沼田町
42.9156685,141.896035,北海道,空知総合振興局由仁町
43.765825,141.951213,北海道,空知総合振興局秩父別町
42.9500743,141.7167563,北海道,空知総合振興局長沼町
43.64598691,141.8895928,北海道,空知総合振興局雨竜町
44.24499123,143.2576786,北海道,紋別市
43.95699757,144.3559242,北海道,網走市
43.29422727,141.8491382,北海道,美唄市
42.57379568,141.928403,北海道,胆振総合振興局むかわ町
42.7251284,141.8782427,北海道,胆振総合振興局厚真町
42.55705755,140.8872931,北海道,胆振総合振興局壮瞥町
42.765605,141.818357,北海道,胆振総合振興局安平町
42.5386267,140.774117,北海道,胆振総合振興局洞爺湖町
42.46202919,141.213531,北海道,胆振総合振興局白老町
42.5800434,140.7185787,北海道,胆振総合振興局豊浦町
43.49695171,142.1936823,北海道,芦別市
42.60365351,141.4715812,北海道,苫小牧市
43.538494,142.084316,北海道,赤平市
42.89042051,143.9348243,北海道,釧路市
43.03012313,144.8615595,北海道,釧路総合振興局厚岸町
43.4847453,144.4633149,北海道,釧路総合振興局弟子屈町
43.21525937,144.6784075,北海道,釧路総合振興局標茶町
43.07935023,145.0980308,北海道,釧路総合振興局浜中町
42.9539098,144.0710943,北海道,釧路総合振興局白糠町
42.9526463,144.5304645,北海道,釧路総合振興局釧路町
43.13141245,144.3266098,北海道,釧路総合振興局鶴居村
35.2268707,140.3862868,千葉県,いすみ市
35.68113333,140.2492667,千葉県,佐倉市
35.695295,140.082046,千葉県,八千代市
35.6055521,140.30589,千葉県,八街市
35.135225,140.248513,千葉県,勝浦市
35.6610788,140.5698161,千葉県,匝瑳市
35.54826127,140.1420288,千葉県,千葉市中央区
35.6234986,140.116938,千葉県,千葉市稲毛区
35.51306667,140.2669333,千葉県,千葉市緑区
35.612508,140.072423,千葉県,千葉市美浜区
35.647557,140.072223,千葉県,千葉市花見川区
35.588575,140.178912,千葉県,千葉市若葉区
34.907569,139.898509,千葉県,南房総市
35.82473333,140.2741333,千葉県,印旛郡栄町
35.70773333,140.2900667,千葉県,印旛郡酒々井町
35.78106097,140.1984868,千葉県,印西市
35.197133,140.067966,千葉県,君津市
35.629598,140.185855,千葉県,四街道市
35.48506667,140.4203333,千葉県,大網白里市
35.2418577,140.1695096,千葉県,夷隅郡大多喜町
35.1866,140.354186,千葉県,夷隅郡御宿町
35.1060371,139.840344,千葉県,安房郡鋸南町
35.1669789,139.824007,千葉県,富津市
35.715822,140.365243,千葉県,富里市
35.581642,140.432616,千葉県,山武市
35.507917,140.429451,千葉県,山武郡九十九里町
35.6290572,140.5321465,千葉県,山武郡横芝光町
35.694042,140.411128,千葉県,山武郡芝山町
35.3547927,140.182322,千葉県,市原市
35.65956394,139.9193442,千葉県,市川市
35.73653333,140.3818667,千葉県,成田市
35.8476,140.1392667,千葉県,我孫子市
35.7000686,140.6568033,千葉県,旭市
35.33693333,139.9932,千葉県,木更津市
35.5327821,140.395325,千葉県,東金市
35.7472298,139.9400417,千葉県,松戸市
35.80413333,140.0014,千葉県,柏市
35.8315206,139.8952175,千葉県,流山市
35.6241088,139.8869853,千葉県,浦安市
35.7663169,140.0199862,千葉県,白井市
35.658948,140.021557,千葉県,習志野市
35.6752,139.9974,千葉県,船橋市
35.400229,140.3007082,千葉県,茂原市
35.3841846,140.0243846,千葉県,袖ヶ浦市
35.919136,139.902708,千葉県,野田市
35.7091725,140.7869864,千葉県,銚子市
35.74213333,139.9922667,千葉県,鎌ケ谷市
35.371512,140.3680532,千葉県,長生郡一宮町
35.4472012,140.3775197,千葉県,長生郡白子町
35.3523179,140.3048136,千葉県,長生郡睦沢町
35.4067421,140.2395601,千葉県,長生郡長南町
35.456142,140.248026,千葉県,長生郡長柄町
35.3830522,140.3551897,千葉県,長生郡長生村
34.925349,139.8324,千葉県,館山市
35.8404706,140.5982097,千葉県,香取市
35.7279185,140.4636851,千葉県,香取郡多古町
35.824545,140.648336,千葉県,香取郡東庄町
35.893723,140.419889,千葉県,香取郡神崎町
35.0579404,140.0463352,千葉県,鴨川市
34.280296,135.450979,和歌山県,伊都郡かつらぎ町
34.283013,135.566714,和歌山県,伊都郡九度山町
34.21253333,135.5767333,和歌山県,伊都郡高野町
34.153764,135.1773899,和歌山県,和歌山市
34.254794,135.320235,和歌山県,岩出市
33.866631,135.161748,和歌山県,御坊市
33.67399055,135.9695915,和歌山県,新宮市
33.7628,135.3235333,和歌山県,日高郡みなべ町
33.79687252,135.2406282,和歌山県,日高郡印南町
33.91061,135.186088,和歌山県,日高郡日高川町
33.924214,135.144575,和歌山県,日高郡日高町
33.959742,135.118467,和歌山県,日高郡由良町
33.886368,135.1518442,和歌山県,日高郡美浜町
34.07206667,135.1840667,和歌山県,有田市
34.024721,135.175495,和歌山県,有田郡広川町
34.0368909,135.2018692,和歌山県,有田郡有田川町
34.033237,135.178261,和歌山県,有田郡湯浅町
33.4628958,135.7821388,和歌山県,東牟婁郡串本町
33.5917285,135.9448284,和歌山県,東牟婁郡太地町
33.581207,135.921061,和歌山県,東牟婁郡那智勝浦町
34.29341885,135.5734715,和歌山県,橋本市
34.11132,135.153554,和歌山県,海南市
34.1473782,135.3554541,和歌山県,海草郡紀美野町
33.69366667,135.387,和歌山県,田辺市
34.21083453,135.2928108,和歌山県,紀の川市
33.5508,135.494101,和歌山県,西牟婁郡すさみ町
33.6913481,135.4281422,和歌山県,西牟婁郡上富田町
33.5681764,135.4392081,和歌山県,西牟婁郡白浜町
35.865876,139.64156,埼玉県,さいたま市中央区
35.91688232,139.605913,埼玉県,さいたま市北区
35.8288,139.6604667,埼玉県,さいたま市南区
35.8907667,139.6036819,埼玉県,さいたま市大宮区
35.8896494,139.7435362,埼玉県,さいたま市岩槻区
35.84106699,139.6346264,埼玉県,さいたま市桜区
35.847847,139.658168,埼玉県,さいたま市浦和区
35.8590369,139.7107359,埼玉県,さいたま市緑区
35.8811603,139.5964943,埼玉県,さいたま市西区
35.89871012,139.662017,埼玉県,さいたま市見沼区
35.8436,139.5222,埼玉県,ふじみ野市
35.785476,139.883021,埼玉県,三郷市
35.9350858,139.556899,埼玉県,上尾市
36.038325,139.579428,埼玉県,久喜市
36.22466667,139.1394667,埼玉県,児玉郡上里町
36.1635431,139.062184,埼玉県,児玉郡神川町
36.14716499,139.1919896,埼玉県,児玉郡美里町
35.793651,139.378127,埼玉県,入間市
35.82074518,139.5506402,埼玉県,入間郡三芳町
35.93266667,139.3428667,埼玉県,入間郡毛呂山町
35.950235,139.306601,埼玉県,入間郡越生町
35.797017,139.827889,埼玉県,八潮市
36.10039968,139.5814167,埼玉県,加須市
36.009069,139.51506,埼玉県,北本市
36.00184401,139.7528636,埼玉県,北葛飾郡杉戸町
